COUNTRY,CHAMBER,GENDER,AGE,PROFESSION,,CODING ,
Namibia,LOWER,F,3/21/61,Teacher,,4,
Namibia,LOWER,F,8/16/62,Regional Coordinator for Catholic Aids,,5,
Namibia,LOWER,F,9/3/63,Deputy Director:  Administration,,2,
Namibia,LOWER,M,11/25/45,Politician,,1,
Namibia,LOWER,F,12/10/55,"Regional Coordinator for Pre Primary Education ,Hardap Region",,1,
Namibia,LOWER,M,1/14/66,Businessman,,2,
Namibia,LOWER,M,12/25/66,Coordinator for SWAPO. Omaheke region,,1,
Namibia,LOWER,M,10/10/64,"Human Resource Officer, Ministry of Health",,1,
Namibia,LOWER,F,5/17/46,Politician,,1,
Namibia,LOWER,M,9/4/66,Politician,,1,
Namibia,LOWER,F,5/12/57,"CEO, Katima Mulilo Regional council",,5,
Namibia,LOWER,M,10/8/56,Trade Unionist,,5,
Namibia,LOWER,M,10/18/72,Businessman,,2,
Namibia,LOWER,M,6/3/57,Manager (Telecom),,2,
Namibia,LOWER,M,3/20/42,Politician,,1,
Namibia,LOWER,M,6/20/51,Chairperson of the NCCI – Swakopmund Branch,,5,
Namibia,LOWER,M,6/22/52,High Commissioner,,5,
Namibia,LOWER,M,2/3/41,Deputy Minister:  Herero Administration,,1,
Namibia,LOWER,M,4/11/43,Politician,,1,
Namibia,LOWER,M,12/16/42,Traditional Leader,,5,
Namibia,LOWER,M,3/15/43,Businessman,,2,
Namibia,LOWER,M,4/24/35,Traditional Leader,,5,
Namibia,LOWER,M,1/1/52,"Deputy Director, Ministry of Trade & Industry",,1,
Namibia,LOWER,M,8/5/57,Lecturer,,4,
Namibia,LOWER,M,2/18/52,Businessman,,2,
Namibia,LOWER,M,9/26/46,Businessman,,2,
Namibia,LOWER,M,6/17/39,SWAPO Secretary for information,,1,
Namibia,LOWER,M,8/22/43,SWAPO Secretary for Education and Culture,,1,
Namibia,LOWER,M,11/25/53,President of Nantu,,1,
Namibia,LOWER,M,8/3/41,SWAPO  Director of Elections,,1,
Namibia,LOWER,M,10/11/52,SWAPO  Secretary of Woman Council,,1,
Namibia,LOWER,M,8/15/41,Teacher,,4,
Namibia,LOWER,M,3/26/56,Lecturer,,4,
Namibia,LOWER,F,10/12/67,Director General :  National Planning Commission,,1,
Namibia,LOWER,M,3/17/47,SWAPO Secretary for Information and Publicity,,1,
Namibia,LOWER,M,9/9/52,Senior Official in the Ministry of Justice,,1,
Namibia,LOWER,M,9/16/48,Clerk,,1,
Namibia,LOWER,M,2/2/61,Teacher,,4,
Namibia,LOWER,F,9/18/60,Nurse,,5,
Namibia,LOWER,M,8/17/57,Teacher,,4,
Namibia,LOWER,M,6/12/45,Teacher,,4,
Namibia,LOWER,F,10/29/52,SWAPO Chief Representative in East Africa,,1,
Namibia,LOWER,M,5/20/36,SWAPO Branch Secretary in Katutura,,1,
Namibia,LOWER,M,5/30/52,Bookkeeper,,5,
Namibia,LOWER,M,3/20/54,Maintenance Planner,,5,
Namibia,LOWER,M,6/3/50,Health Inspector,,1,
Namibia,LOWER,M,10/26/52,Nurse,,5,
Namibia,LOWER,M,2/28/50,Ambassador,,1,
Namibia,LOWER,M,12/9/57,"National Secretary, Mineworkers Union of Namibia",,5,
Namibia,LOWER,M,1/5/58,Mining Supervisor,,5,
Namibia,LOWER,M,6/6/63,"General Manager, Namibia Wildlife Resorts",,5,
Namibia,LOWER,F,27 July 1959,Nurse,,5,
Namibia,LOWER,F,12 July 1955,Business women,,2,
Namibia,LOWER,M,11/7/57,Trade Unionist,,5,
Namibia,LOWER,F,11/7/61,Social Worker and Program Administrator,,5,
Namibia,LOWER,M,1/8/47,Trade Unionist,,5,
Namibia,LOWER,M,1/29/61,SWAPO Coordinator -Oshana Region,,1,
Namibia,LOWER,M,5/21/60,Member of the SWAPO Youth League ( NEC),,1,
Namibia,LOWER,M,6/18/60,"General Manager  - Human Resources , Social Security Commission",,1,
Namibia,LOWER,M,10/27/57,Teacher,,4,
Namibia,LOWER,M,9/1/75,Nampower – Deputy Company Secretary,,2,
Namibia,LOWER,M,3/27/68,Secretary General ( National Youth Council),,1,
Namibia,LOWER,M,7/31/69,Regional Coordinator- Karas Region,,1,
Namibia,LOWER,M,6/5/60,CEO – Namibia Council for Higher Education,,5,
Namibia,LOWER,M,1/10/51,Desk Officer m- Ministry of Foreign Affairs,,1,
Namibia,LOWER,F,2/17/54,Teacher,,4,
Namibia,LOWER,M,10/25/69,SWAPO Party Coordinator-Kunene Region,,1,
Namibia,LOWER,M,6/13/54,Permanent Secretary- Ministry of Finance,,1,
Namibia,LOWER,M,2/28/54,Vice Chancellor – International University for Management,,1,
Nauru ,UNICAMERAL,M,48,Public Servant,,1,
Nauru ,UNICAMERAL,M,48,Stevedore Manager,,2,
Nauru ,UNICAMERAL,M,56,Finance,,2,
Nauru ,UNICAMERAL,M,40,Public Servant,,1,
Nauru ,UNICAMERAL,M,44,Public Servant,,1,
Nauru ,UNICAMERAL,M,38,Public Insurance,,1,
Nauru ,UNICAMERAL,M,51,Electrician,,5,
Nauru ,UNICAMERAL,M,42,Postmaster,,1,
Nauru ,UNICAMERAL,M,50,Private Business,,2,
Nauru ,UNICAMERAL,M,39,Medical Doctor,,3,
Nauru ,UNICAMERAL,M,41,Public Servant,,1,
Nauru ,UNICAMERAL,M,44,Public Servant,,1,
Nauru ,UNICAMERAL,M,63,Airline Manager,,2,
Nauru ,UNICAMERAL,M,45,Public Servant,,1,
Nauru ,UNICAMERAL,M,41,"Athlete, Public Servant",,5,
Nauru ,UNICAMERAL,M,30,State owned enterprise,,1,
Nauru ,UNICAMERAL,M,54,Police Officer,,5,
Nauru ,UNICAMERAL,M,52,Teacher,,4,
New Zealand,UNICAMERAL,F,40,Lawyer,,3,
New Zealand,UNICAMERAL,M,51,Farmer,,2,
New Zealand,UNICAMERAL,M,66,Manager,,2,
New Zealand,UNICAMERAL,M,47,Businessman,,2,
New Zealand,UNICAMERAL,M,41,Farmer/Accountant,,2,
New Zealand,UNICAMERAL,F,42,Manager,,2,
New Zealand,UNICAMERAL,F,55,Doctor,,3,
New Zealand,UNICAMERAL,M,54,Policeman/Lawyer,,5,
New Zealand,UNICAMERAL,M,35,Lawyer,,3,
New Zealand,UNICAMERAL,M,55,Carpenter/Teacher,,5,
New Zealand,UNICAMERAL,M,59,Dentist,,3,
New Zealand,UNICAMERAL,M,59,Farmer/Businessman,,2,
New Zealand,UNICAMERAL,M,51,Accountant,,3,
New Zealand,UNICAMERAL,M,45,Doctor,,3,
New Zealand,UNICAMERAL,F,62,Lawyer,,3,
New Zealand,UNICAMERAL,F,54,Actor/District Councillor,,5,
New Zealand,UNICAMERAL,M,50,Farmer/Policy Analyst,,2,
New Zealand,UNICAMERAL,M,55,Lawyer,,3,
New Zealand,UNICAMERAL,M,48,Banker,,2,
New Zealand,UNICAMERAL,M,38,Manager,,2,
New Zealand,UNICAMERAL,F,50,Nurse,,5,
New Zealand,UNICAMERAL,F,59,Farmer,,2,
New Zealand,UNICAMERAL,M,61,Diplomat,,1,
New Zealand,UNICAMERAL,M,41,Farmer,,2,
New Zealand,UNICAMERAL,M,63,Diplomat,,1,
New Zealand,UNICAMERAL,M,44,Agricultural Engineer,,3,
New Zealand,UNICAMERAL,M,51,Advisory Officer,,5,
New Zealand,UNICAMERAL,M,64,Doctor,,3,
New Zealand,UNICAMERAL,M,48,Businessman,,2,
New Zealand,UNICAMERAL,F,31,Policy Advisor,,1,
New Zealand,UNICAMERAL,M,50,Investment Banker,,2,
New Zealand,UNICAMERAL,M,62,Shearer/Farmer,,2,
New Zealand,UNICAMERAL,F,45,Journalist,,5,
New Zealand,UNICAMERAL,M,41,Lawyer/Financial Analyst,,3,
New Zealand,UNICAMERAL,M,43,Policy Advisor/Diplomat,,1,
New Zealand,UNICAMERAL,M,58,Lawyer,,3,
New Zealand,UNICAMERAL,M,50,Teacher/Manager,,4,
New Zealand,UNICAMERAL,M,59,Lawyer/University Lecturer,,3,
New Zealand,UNICAMERAL,F,53,Businesswoman,,2,
New Zealand,UNICAMERAL,M,60,Teacher,,4,
New Zealand,UNICAMERAL,M,42,Lawyer,,3,
New Zealand,UNICAMERAL,M,Not available,Businessman,,2,
New Zealand,UNICAMERAL,M,26,Local Authority Member,,1,
New Zealand,UNICAMERAL,M,63,Farmer,,2,
New Zealand,UNICAMERAL,M,47,Accountant,,3,
New Zealand,UNICAMERAL,F,42,Accountant,,3,
New Zealand,UNICAMERAL,M,63,Farmer/TV Host,,2,
New Zealand,UNICAMERAL,M,47,Engineer,,3,
New Zealand,UNICAMERAL,F,not available,Lawyer/Consultant,,3,
New Zealand,UNICAMERAL,M,64,Farmer,,2,
New Zealand,UNICAMERAL,F,58,Businesswoman,,2,
New Zealand,UNICAMERAL,M,45,Accountant/Businessman,,3,
New Zealand,UNICAMERAL,F,40,Project Manager,,5,
New Zealand,UNICAMERAL,F,58,Teacher/Businesswoman,,4,
New Zealand,UNICAMERAL,F,54,Lawyer,,3,
New Zealand,UNICAMERAL,M,60,Planning Analyst,,5,
New Zealand,UNICAMERAL,M,46,Manager,,2,
New Zealand,UNICAMERAL,M,53,Minister of Religion,,5,
New Zealand,UNICAMERAL,F,31,Policy Advisor,,1,
New Zealand,UNICAMERAL,M,60,Union Official,,5,
New Zealand,UNICAMERAL,F,60,Union Official,,5,
New Zealand,UNICAMERAL,M,52,Journalist,,5,
New Zealand,UNICAMERAL,F,63,Midwife,,5,
New Zealand,UNICAMERAL,M,42,Lawyer,,3,
New Zealand,UNICAMERAL,M,62,University Lecturer,,4,
New Zealand,UNICAMERAL,M,42,Manager,,2,
New Zealand,UNICAMERAL,M,48,Diplomat/Economist,,1,
New Zealand,UNICAMERAL,F,51,Businesswoman,,2,
New Zealand,UNICAMERAL,F,51,Lawyer/Union Official,,3,
New Zealand,UNICAMERAL,M,44,Teacher,,4,
New Zealand,UNICAMERAL,F,54,Employment and Training Consultant,,5,
New Zealand,UNICAMERAL,M,35,Journalist,,5,
New Zealand,UNICAMERAL,F,57,Union Official,,5,
New Zealand,UNICAMERAL,M,58,University Lecturer,,4,
New Zealand,UNICAMERAL,M,65,Teacher,,4,
New Zealand,UNICAMERAL,M,33,Policy Advisor,,1,
New Zealand,UNICAMERAL,M,61,Veterinarian,,3,
New Zealand,UNICAMERAL,M,61,Public Servant/Farmer,,1,
New Zealand,UNICAMERAL,M,47,Journalist/Lawyer,,5,
New Zealand,UNICAMERAL,M,52,Manager,,2,
New Zealand,UNICAMERAL,F,64,Dental Nurse,,5,
New Zealand,UNICAMERAL,M,33,Union Official,,5,
New Zealand,UNICAMERAL,F,37,Scientist,,4,
New Zealand,UNICAMERAL,F,41,Archivist Librarian/Researcher,,5,
New Zealand,UNICAMERAL,M,57,Teacher,,4,
New Zealand,UNICAMERAL,F,47,Union Official,,5,
New Zealand,UNICAMERAL,M,44,Manager,,2,
New Zealand,UNICAMERAL,M,52,Farmer – Tourism Operator,,2,
New Zealand,UNICAMERAL,M,51,Lawyer/Businessman,,3,
New Zealand,UNICAMERAL,F,61,Nurse/Union Official,,5,
New Zealand,UNICAMERAL,M,65,Public Servant/University Lecturer,,1,
New Zealand,UNICAMERAL,M,60,Minister of Religion,,5,
New Zealand,UNICAMERAL,M,40,Public Servant,,1,
New Zealand,UNICAMERAL,M,62,Industrial Engineer,,3,
New Zealand,UNICAMERAL,F,34,Manager,,2,
New Zealand,UNICAMERAL,M,54,United Nations Official,,1,
New Zealand,UNICAMERAL,M,51,Public Servant/Union Official,,1,
New Zealand,UNICAMERAL,F,56,University Lecturer,,4,
New Zealand,UNICAMERAL,M,48,Manager,,2,
New Zealand,UNICAMERAL,F,29,Manager,,2,
New Zealand,UNICAMERAL,M,56,Lecturer,,4,
New Zealand,UNICAMERAL,F,58,Environmental Campaigner,,5,
New Zealand,UNICAMERAL,M,65,Diplomat/University Lecturer,,1,
New Zealand,UNICAMERAL,M,51,Manager,,2,
New Zealand,UNICAMERAL,M,30,Environmental Campaigner,,5,
New Zealand,UNICAMERAL,F,62,Journalist/UN Official,,5,
New Zealand,UNICAMERAL,M,67,Retail Manager,,2,
New Zealand,UNICAMERAL,M,44,Researcher,,4,
New Zealand,UNICAMERAL,F,41,Lawyer,,3,
New Zealand,UNICAMERAL,M,54,Accountant,,3,
New Zealand,UNICAMERAL,F,57,Lawyer,,3,
New Zealand,UNICAMERAL,M,74,Businessman,,2,
New Zealand,UNICAMERAL,M,55,UniversityLecturer/Economic Consultant,,4,
New Zealand,UNICAMERAL,F,47,Physiotherapist,,5,
New Zealand,UNICAMERAL,M,56,Teacher,,4,
New Zealand,UNICAMERAL,F,53,Lawyer,,3,
New Zealand,UNICAMERAL,M,70,University Lecturer,,4,
New Zealand,UNICAMERAL,F,67,Public Servant,,1,
New Zealand,UNICAMERAL,M,73,Businessman,,2,
New Zealand,UNICAMERAL,M,57,Manager,,2,
New Zealand,UNICAMERAL,M,59,Teacher/Farmer,,4,
Nicaragua,UNICAMERAL,M,62,Economista y Abogado,,3,
Nicaragua,UNICAMERAL,M,46,Ingeniero Agrónomo y Ganadero,,3,
Nicaragua,UNICAMERAL,F,34,Licenciada en Ciencias Políticas,,5,
Nicaragua,UNICAMERAL,M,56,Abogado y Notario,,3,
Nicaragua,UNICAMERAL,M,44,n/a,,6,
Nicaragua,UNICAMERAL,F,79,Abogada,,3,
Nicaragua,UNICAMERAL,F,64,n/a,,6,
Nicaragua,UNICAMERAL,F,54,Administradora de Empresas,,2,
Nicaragua,UNICAMERAL,F,52,"Licenciada en Ciencias Sociales,  Msc. Derecho Local",,5,
Nicaragua,UNICAMERAL,M,58,Administrador ,,2,
Nicaragua,UNICAMERAL,F,50,Abogado y Notario,,3,
Nicaragua,UNICAMERAL,M,47,"Medico Máster en Salud Pública, Epidemiología y Medicina Tropical",,3,
Nicaragua,UNICAMERAL,M,40,Periodista,,5,
Nicaragua,UNICAMERAL,M,45,Licenciado en Derecho,,3,
Nicaragua,UNICAMERAL,M,70,Ganadero,,2,
Nicaragua,UNICAMERAL,M,45,Contador,,3,
Nicaragua,UNICAMERAL,M,49,"Ingeniero Civil, Msc. En Derecho Constitucional y Derecho Fundamentales",,3,
Nicaragua,UNICAMERAL,M,55,"Periodista, Licenciado en Ciencias Políticas y Sociología",,5,
Nicaragua,UNICAMERAL,F,52,n/a,,6,
Nicaragua,UNICAMERAL,F,52,"Enfermera, Administradora de Empresas",,5,
Nicaragua,UNICAMERAL,M,46,"Profesor, Ingeniero Agro-Forestal, Licenciado en Derecho",,4,
Nicaragua,UNICAMERAL,M,46,"Maestro, Ingeniero en Ciencias Geológicas y Biólogo",,4,
Nicaragua,UNICAMERAL,M,51,Ingeniero Civil,,3,
Nicaragua,UNICAMERAL,M,45,Licenciado en Zootecnia ,,5,
Nicaragua,UNICAMERAL,F,37,n/a,,6,
Nicaragua,UNICAMERAL,M,43,Ingeniero Agrónomo Forestal,,3,
Nicaragua,UNICAMERAL,F,43,Abogada,,3,
Nicaragua,UNICAMERAL,M,54,Agricultor ,,2,
Nicaragua,UNICAMERAL,M,64,Médico Veterinario,,3,
Nicaragua,UNICAMERAL,M,71,Ingeniero Agrónomo ,,3,
Nicaragua,UNICAMERAL,F,49,"Periodista, Psicóloga ",,5,
Nicaragua,UNICAMERAL,M,41,Licenciado en Derecho,,3,
Nicaragua,UNICAMERAL,M,48,Médico Veterinario,,3,
Nicaragua,UNICAMERAL,M,38,Abogado y Notario Público,,3,
Nicaragua,UNICAMERAL,F,50,Licenciada en Ciencias de la Educación y Comerciante,,5,
Nicaragua,UNICAMERAL,M,63,Economista y Ganadero,,3,
Nicaragua,UNICAMERAL,M,55,"Ingeniero Civil, Administrador de Empresas",,3,
Nicaragua,UNICAMERAL,M,33,Ingeniero en Ciencias Agrarias,,3,
Nicaragua,UNICAMERAL,M,47,Administrador de Empresas,,2,
Nicaragua,UNICAMERAL,M,45,"Productor Agropecuario, Administrador de Empresas",,2,
Nicaragua,UNICAMERAL,F,44,n/a,,6,
Nicaragua,UNICAMERAL,M,30,n/a,,6,
Nicaragua,UNICAMERAL,M,56,Ingeniero Industrial,,3,
Nicaragua,UNICAMERAL,M,61,Abogado,,3,
Nicaragua,UNICAMERAL,F,22,Ingeniera en Sistemas,,3,
Nicaragua,UNICAMERAL,M,40,"Licenciado en Ciencias de la Educación, Msc. en Historia y Economía ",,5,
Nicaragua,UNICAMERAL,M,26,Abogado,,3,
Nicaragua,UNICAMERAL,M,44,Licenciado en Derecho,,3,
Nicaragua,UNICAMERAL,M,55,n/a,,6,
Nicaragua,UNICAMERAL,M,50,Ingeniero Industrial,,3,
Nicaragua,UNICAMERAL,F,45,Abogada,,3,
Nicaragua,UNICAMERAL,M,43,Ingeniero Civil,,3,
Nicaragua,UNICAMERAL,M,71,n/a,,6,
Nicaragua,UNICAMERAL,M,51,Economista y Administrador,,3,
Nicaragua,UNICAMERAL,F,50,Licenciada en Enfermería y Administración de Empresas,,5,
Nicaragua,UNICAMERAL,M,55,"Abogado y Notario Público, Msc. en Administración de Empresas",,3,
Nicaragua,UNICAMERAL,M,58,Licenciado en Administración de Empresas,,3,
Nicaragua,UNICAMERAL,M,55,Abogado,,3,
Nicaragua,UNICAMERAL,M,60,Ingeniero Civil,,3,
Nicaragua,UNICAMERAL,F,23,Periodista,,5,
Nicaragua,UNICAMERAL,M,40,Abogado y Notario Público,,3,
Nicaragua,UNICAMERAL,M,48,Licenciado en Zootecnia ,,5,
Nicaragua,UNICAMERAL,M,51,Administrador de Empresas,,2,
Nicaragua,UNICAMERAL,F,46,Abogado y Notario Público,,3,
Nicaragua,UNICAMERAL,M,53,Abogado,,3,
Nicaragua,UNICAMERAL,M,78,Abogado y Notario Público,,3,
Nicaragua,UNICAMERAL,M,52,Médico Especialista,,3,
Nicaragua,UNICAMERAL,M,47,Periodista y Empresario,,5,
Nicaragua,UNICAMERAL,M,54,Licenciado en Matemáticas,,5,
Nicaragua,UNICAMERAL,M,43,Medico Anestesiólogo,,3,
Nicaragua,UNICAMERAL,M,68,Médico Veterinario,,3,
Nicaragua,UNICAMERAL,M,46,"Actor, Instructor, Egresado de la Carrera de Derecho",,5,
Nicaragua,UNICAMERAL,M,45,Abogado y Notario Público,,3,
Nicaragua,UNICAMERAL,M,39,Abogado,,3,
Nicaragua,UNICAMERAL,M,48,Empresario,,2,
Nicaragua,UNICAMERAL,M,60,Ingeniero Electromecánico,,3,
Nicaragua,UNICAMERAL,M,53,Economista,,3,
Nicaragua,UNICAMERAL,M,39,Administrador ,,2,
Nicaragua,UNICAMERAL,M,29,Cursando tercer año de la Carrera en Derecho,,5,
Nicaragua,UNICAMERAL,F,44,Msc. En Administración de Empresas,,3,
Nicaragua,UNICAMERAL,M,38,Maestro ,,4,
Nicaragua,UNICAMERAL,M,49,Ingeniero Civil,,3,
Nicaragua,UNICAMERAL,M,41,Relaciones Internacionales,,5,
Nicaragua,UNICAMERAL,M,54,Sociólogo ,,5,
Nicaragua,UNICAMERAL,M,52,Productor Agropecuario,,2,
Nicaragua,UNICAMERAL,M,29,Pequeño Productor,,2,
Nicaragua,UNICAMERAL,M,46,Médico Pediatra-Perinatólogo,,3,
Nicaragua,UNICAMERAL,M,45,Ingeniero Civil,,3,
Nicaragua,UNICAMERAL,M,49,Ingeniero Industrial,,3,
Nicaragua,UNICAMERAL,M,41,Odontólogo General,,3,
Nicaragua,UNICAMERAL,M,42,Estudiante de Derecho,,5,
Nicaragua,UNICAMERAL,M,45,"Economista, Agrícola M. SC.",,3,
Philippines,UPPER,M,60,Cabinet Secretary for National Defense; Cabinet Acting Secretary/Undersecretary for Finance & Chair of the Monetary Board of the Central Bank of the Philippines; Chair of the Philippine National Bank’s Board of Directors; Acting Head of Insurance Commissi,,1,
Philippines,UPPER,M,41,City Mayor; City Vice Mayor;  Movie Actor / Producer & Host of TV Public Service Program,,1,
Philippines,UPPER,M,44,City Vice Mayor; Dangerous Drugs Board Head; Movie Actor/TV Host,,1,
Philippines,UPPER,M,28,Congressman; Lawyer;  Newspaper Columnist; Municipal Vice Mayor; Municipal Councilor,,1,
Philippines,UPPER,M,53,University President; Lawyer; Executive Secretary to the President; Cabinet Secretary for Agriculture; Chairman of Philippine National Bank ,,4,
Philippines,UPPER,M,77,Executive Secretary to the President; Congressman; Human Rights Advocate/ Lawyer; Chairman of Philippine National Bank; Asian Development Bank Executive Director for the Philippines,,1,
Philippines,UPPER,F,38,Lawyer; Businesswoman; Radio Anchor; International Marathoner/Triathlete,,3,
Philippines,UPPER,F,50,"Chair, Commission on Immigration and Deportation; Regional Trial Court Judge; Lawyer; Special Assistant to Cabinet’s Secretary of Justice; Professor of Law & Political Science; UN Legal Officer; Newspaper Columnist",,1,
Philippines,UPPER,M,50,Executive Secretary to the President; Cabinet Secretary for Labor and Employment and for Justice; Lawyer; Chairman of various government organizations and agencies,,1,
Philippines,UPPER,M,29,Congressman; Lawyer;,,1,
Philippines,UPPER,M,45,Congressman; Lawyer,,1,
Philippines,UPPER,M,47,Military Colonel; Businessman,,5,
Philippines,UPPER,M,53,Chief of the Philippine National Police (PNP); Provincial Commander of Philippine Constabulary,,5,
Philippines,UPPER,M,49,Provincial Governor; Provincial Vice Governor; Movie Actor/Producer,,1,
Philippines,UPPER,F,49,Broadcast Journalist; Military Reserve Officer; TV News Anchor/Host,,5,
Philippines,UPPER,M,35,Congressman; Provincial Governor; Provincial Vice Governor,,1,
Philippines,UPPER,M,52,Businessman; Farmer,,2,
Philippines,UPPER,M,38,Broadcast Journalist; Human Rights Lawyer/advocate; University Law Professor,,5,
Philippines,UPPER,M,28,Congressman; Director-General of National Economic and Development Authority; Director of Union Bank of the Philippines,,1,
Philippines,UPPER,M,38,Provincial Governor; Provincial Vice-Governor; Chairman of Videogram Regulatory Board; Movie Actor/Producer and TV Host,,1,
Philippines,UPPER,M,36,Naval Officer; Procurement Officer of the Philippine Navy,,5,
Philippines,UPPER,M,43,Former Speaker of the House of Representatives; Congressman; Businessman,,1,
Philippines,UPPER,M,29,Congressman; Businessman; Farmer; Governor of Philippine Red Cross,,1,
Poland,LOWER,M,1951,manager,,5,
Poland,LOWER,M,1959,technician,,5,
Poland,LOWER,M,1949,farmer,,5,
Poland,LOWER,M,1958,historian,,5,
Poland,LOWER,M,1971,political scientist,,5,
Poland,LOWER,F,1968,political scientist,,5,
Poland,LOWER,M,1955,mining engineer,,3,
Poland,LOWER,M,1971,doctor,,3,
Poland,LOWER,M,1954,engineer,,5,
Poland,LOWER,M,1958,solicitor,,3,
Poland,LOWER,M,1977,economist,,3,
Poland,LOWER,F,1964,journalist,,5,
Poland,LOWER,M,1960,economist,,3,
Poland,LOWER,M,1953,agricultural engineer,,3,
Poland,LOWER,M,1969,historian,,5,
Poland,LOWER,M,1944,entrepreneur,,2,
Poland,LOWER,M,1953,doctor,,3,
Poland,LOWER,F,1946,economist,,3,
Poland,LOWER,F,1967,lawyer,,3,
Poland,LOWER,M,1958,forestry engineer,,3,
Poland,LOWER,M,1951,manager,,5,
Poland,LOWER,M,1959,lawyer,,3,
Poland,LOWER,M,1960,teacher,,4,
Poland,LOWER,M,1969,civil servant,,1,
Poland,LOWER,M,1947,engineering technician,,5,
Poland,LOWER,F,1973,economist,,3,
Poland,LOWER,M,1959,mechanical engineer,,3,
Poland,LOWER,M,1959,entrepreneur,,2,
Poland,LOWER,M,1964,entrepreneur,,2,
Poland,LOWER,M,1957,entrepreneur,,2,
Poland,LOWER,M,1975,economist,,3,
Poland,LOWER,M,1946,economist,,3,
Poland,LOWER,M,1983,lawyer,,3,
Poland,LOWER,M,1968,mining engineer,,3,
Poland,LOWER,M,1968,political scientist,,5,
Poland,LOWER,M,1966,manager,,5,
Poland,LOWER,F,1975,sociologist,,5,
Poland,LOWER,M,1951,master of public administration,,5,
Poland,LOWER,F,1952,mechanical engineer,,3,
Poland,LOWER,M,1965,teacher,,4,
Poland,LOWER,M,1942,engineer,,3,
Poland,LOWER,M,1963,lawyer,,3,
Poland,LOWER,F,1959,teacher,,4,
Poland,LOWER,M,1950,sociologist,,5,
Poland,LOWER,M,1964,local government employee,,5,
Poland,LOWER,M,1946,teacher,,4,
Poland,LOWER,M,1958,solicitor,,3,
Poland,LOWER,M,1954,environmental engineer,,3,
Poland,LOWER,F,1948,doctor,,3,
Poland,LOWER,M,1965,economist,,3,
Poland,LOWER,M,1957,university teacher,,4,
Poland,LOWER,F,1948,chemist,,5,
Poland,LOWER,M,1955,lawyer,,3,
Poland,LOWER,M,1978,manager,,5,
Poland,LOWER,M,1955,forester,,5,
Poland,LOWER,F,1948,doctor,,3,
Poland,LOWER,M,1953,university teacher,,4,
Poland,LOWER,M,1966,historian,,5,
Poland,LOWER,M,1954,doctor,,3,
Poland,LOWER,M,1954,electrical engineer,,3,
Poland,LOWER,M,1951,mechanical engineer,,3,
Poland,LOWER,M,1938,lawyer,,3,
Poland,LOWER,M,1949,journalist,,5,
Poland,LOWER,M,1947,teacher,,4,
Poland,LOWER,F,1973,civil servant,,1,
Poland,LOWER,F,1956,doctor,,3,
Poland,LOWER,M,1961,lawyer,,3,
Poland,LOWER,M,1965,teacher,,4,
Poland,LOWER,M,1954,sociologist,,5,
Poland,LOWER,F,1956,economist,,3,
Poland,LOWER,F,1963,teacher,,4,
Poland,LOWER,M,1956,manager,,5,
Poland,LOWER,M,1973,lawyer,,3,
Poland,LOWER,M,1969,geodesy engineer,,3,
Poland,LOWER,M,1958,lawyer,,3,
Poland,LOWER,M,1957,agricultural engineer,,3,
Poland,LOWER,M,1981,political scientist,,5,
Poland,LOWER,M,1953,municipal policeman,,5,
Poland,LOWER,M,1959,chemical engineer,,5,
Poland,LOWER,F,1950,university teacher,,4,
Poland,LOWER,M,1951,local government employee,,1,
Poland,LOWER,M,1947,actor,,5,
Poland,LOWER,M,1945,traveler,,5,
Poland,LOWER,M,1942,researcher,,4,
Poland,LOWER,M,1962,transportation engineer,,3,
Poland,LOWER,M,1956,mechanical engineer,,3,
Poland,LOWER,M,1944,mechanical engineer,,3,
Poland,LOWER,M,1979,historian,,5,
Poland,LOWER,M,1967,mining engineer,,3,
Poland,LOWER,M,1968,economist,,3,
Poland,LOWER,F,1983,economist,,3,
Poland,LOWER,M,1977,entrepreneur,,2,
Poland,LOWER,M,1979,political scientist,,5,
Poland,LOWER,M,1949,economist,,3,
Poland,LOWER,M,1973,university teacher,,4,
Poland,LOWER,M,1956,civil servant,,1,
Poland,LOWER,M,1974,university teacher,,4,
Poland,LOWER,M,1970,university teacher,,4,
Poland,LOWER,M,1966,entrepreneur,,2,
Poland,LOWER,M,1941,mechanical engineer,,3,
Poland,LOWER,M,1964,agricultural engineer,,3,
Poland,LOWER,M,1952,forester,,3,
Poland,LOWER,M,1961,university teacher,,4,
Poland,LOWER,M,1970,political scientist,,5,
Poland,LOWER,M,1973,entrepreneur,,2,
Poland,LOWER,M,1960,attorney,,2,
Poland,LOWER,F,1949,lawyer,,3,
Poland,LOWER,M,1962,geodesy engineer,,3,
Poland,LOWER,M,1973,economist,,3,
Poland,LOWER,M,1964,journalist,,5,
Poland,LOWER,M,1952,historian,,5,
Poland,LOWER,M,1961,doctor,,3,
Poland,LOWER,M,1954,agricultural engineer,,3,
Poland,LOWER,M,1960,economist,,3,
Poland,LOWER,F,1974,accountant,,3,
Poland,LOWER,M,1962,farmer,,2,
Poland,LOWER,M,1946,local government employee,,1,
Poland,LOWER,M,1961,economist,,3,
Poland,LOWER,F,1963,lawyer,,3,
Poland,LOWER,M,1954,doctor,,3,
Poland,LOWER,M,1980,political scientist,,5,
Poland,LOWER,M,1953,local government employee,,1,
Poland,LOWER,M,1944,university teacher,,4,
Poland,LOWER,M,1973,politician,,1,
Poland,LOWER,M,1971,politician,,1,
